[SpecialEvents.Burst].Name;Emission!
[StoryEvents.Event-Yantar-22].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-22].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-22].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-23].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-23].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-23].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-24].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-24].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-24].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-25].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-25].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-25].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-26].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-26].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-26].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-BrainPsyDisable-1].Name;Psi-emitter Severely Damaged!
[StoryEvents.Event-Yantar-BrainPsyDisable-1].Desc-Owner;The Marked One has disabled the psi-emitter in territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-BrainPsyDisable-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One disabled the psi-emitter in territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-27].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-27].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-27].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-28].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-28].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-28].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-SetFlag1-1].Name;Technical Event
[StoryEvents.Event-Yantar-SetFlag1-1].Desc-Owner;If you see this, it's a bug in event Event-Yantar-SetFlag1-1.
[StoryEvents.Event-Yantar-SetFlag1-1].Desc-NonOwner;If you see this, it's a bug in event Event-Yantar-SetFlag1-1.
[StoryEvents.Event-Yantar-HelicopterAttack-1].Name;Territory Clearance
[StoryEvents.Event-Yantar-HelicopterAttack-1].Desc-Owner;The treacherous Scientists called in a helicopter strike on our territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-HelicopterAttack-1].Desc-NonOwner;We received intelligence that the Scientists deployed helicopters to clear territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-HelicopterAttack-2].Name;Territory Clearance
[StoryEvents.Event-Yantar-HelicopterAttack-2].Desc-Owner;The treacherous Scientists called in a helicopter strike on our territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-HelicopterAttack-2].Desc-NonOwner;We received intelligence that the Scientists deployed helicopters to clear territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-HelicopterAttack-3].Name;Territory Clearance
[StoryEvents.Event-Yantar-HelicopterAttack-3].Desc-Owner;The treacherous Scientists called in a helicopter strike on our territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-HelicopterAttack-3].Desc-NonOwner;We received intelligence that the Scientists deployed helicopters to clear territory %0:s at location %1:s!
[StoryEvents.Event-Cordon-Advisor-3].Name;Guide
[StoryEvents.Event-Cordon-Advisor-3].Desc-Owner;Guide is now available as a deputy candidate!
[StoryEvents.Event-Cordon-Advisor-3].Desc-NonOwner;If you see this, it's a bug in event Event-Cordon-Advisor-3.
[StoryEvents.Event-Yantar-SetFlag1-2].Name;Technical Event
[StoryEvents.Event-Yantar-SetFlag1-2].Desc-Owner;If you see this, it's a bug in event Event-Yantar-SetFlag1-1.
[StoryEvents.Event-Yantar-SetFlag1-2].Desc-NonOwner;If you see this, it's a bug in event Event-Yantar-SetFlag1-1.
[StoryEvents.Event-Rostok-SetFlag1-1].Name;Technical Event
[StoryEvents.Event-Rostok-SetFlag1-1].Desc-Owner;If you see this, it's a bug in event Event-Rostok-SetFlag1-1.
[StoryEvents.Event-Rostok-SetFlag1-1].Desc-NonOwner;If you see this, it's a bug in event Event-Rostok-SetFlag1-1.
[StoryEvents.Event-Rostok-SetFlag1-2].Name;Technical Event
[StoryEvents.Event-Rostok-SetFlag1-2].Desc-Owner;If you see this, it's a bug in event Event-Rostok-SetFlag1-2.
[StoryEvents.Event-Rostok-SetFlag1-2].Desc-NonOwner;If you see this, it's a bug in event Event-Rostok-SetFlag1-2.
[StoryEvents.Event-WildTerritory-Invasion-2].Name;Duty Squad
[StoryEvents.Event-WildTerritory-Invasion-2].Desc-Owner;A Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-WildTerritory-Invasion-2].Desc-NonOwner;We received intelligence that a Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Rostok-SetFlag1-3].Name;Technical Event
[StoryEvents.Event-Rostok-SetFlag1-3].Desc-Owner;If you see this, it's a bug in event Event-Rostok-SetFlag1-3.
[StoryEvents.Event-Rostok-SetFlag1-3].Desc-NonOwner;If you see this, it's a bug in event Event-Rostok-SetFlag1-3.
[StoryEvents.Event-Yantar-29].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-29].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-29].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-30].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-30].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-30].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok-SetFlag1-4].Name;Technical Event
[StoryEvents.Event-Rostok-SetFlag1-4].Desc-Owner;If you see this, it's a bug in event Event-Rostok-SetFlag1-4.
[StoryEvents.Event-Rostok-SetFlag1-4].Desc-NonOwner;If you see this, it's a bug in event Event-Rostok-SetFlag1-4.
[StoryEvents.Event-Yantar-31].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-31].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-31].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-32].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-32].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-32].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-33].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-33].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-33].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-34].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-34].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-34].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-35].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-35].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-35].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-36].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-36].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-36].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-37].Name;The Marked One continues his journey
[StoryEvents.Event-Yantar-37].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-37].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-38].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Yantar-38].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-38].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-Invasion-1].Name;Bandit Group Appearance
[StoryEvents.Event-WildTerritory2-Invasion-1].Desc-Owner;A Bandit squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-WildTerritory2-Invasion-1].Desc-NonOwner;We received intelligence that a Bandit squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-WildTerritory2-Invasion-2].Name;Bandit Squad
[StoryEvents.Event-WildTerritory2-Invasion-2].Desc-Owner;A Bandit squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-WildTerritory2-Invasion-2].Desc-NonOwner;We received intelligence that a Bandit squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-WildTerritory2-1].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-Invasion-1].Name;Stalker Group
[StoryEvents.Event-Yantar-Invasion-1].Desc-Owner;A Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-Invasion-1].Desc-NonOwner;We received intelligence that a Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Rostok-SetFlag1-5].Name;Technical Event
[StoryEvents.Event-Rostok-SetFlag1-5].Desc-Owner;If you see this, it's a bug in event Event-Rostok-SetFlag1-5.
[StoryEvents.Event-Rostok-SetFlag1-5].Desc-NonOwner;If you see this, it's a bug in event Event-Rostok-SetFlag1-5.
[StoryEvents.Event-WildTerritory2-3].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-SetFlag2-1].Name;Technical Event
[StoryEvents.Event-Yantar-SetFlag2-1].Desc-Owner;If you see this, it's a bug in event Event-Yantar-SetFlag2-1.
[StoryEvents.Event-Yantar-SetFlag2-1].Desc-NonOwner;If you see this, it's a bug in event Event-Yantar-SetFlag2-1.
[StoryEvents.Event-Yantar-Invasion-2].Name;Duty Squad
[StoryEvents.Event-Yantar-Invasion-2].Desc-Owner;A Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-Invasion-2].Desc-NonOwner;We received intelligence that a Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Yantar-SetFlag2-2].Name;Technical Event
[StoryEvents.Event-Yantar-SetFlag2-2].Desc-Owner;If you see this, it's a bug in event Event-Yantar-SetFlag2-2.
[StoryEvents.Event-Yantar-SetFlag2-2].Desc-NonOwner;If you see this, it's a bug in event Event-Yantar-SetFlag2-2.
[StoryEvents.Event-WildTerritory2-5].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-7].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-9].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-11].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-13].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-15].Name;The Marked One continues his journey
[StoryEvents.Event-WildTerritory2-15].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-WildTerritory2-15].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-WildTerritory2-16].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-WildTerritory2-16].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-WildTerritory2-16].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-1].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-3].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-5].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-7].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-9].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-11].Name;The Marked One continues his journey
[StoryEvents.Event-Rostok3-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Rostok3-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok3-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Rostok3-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Rostok3-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Agroprom-Advisor-2].Name;Doctor
[StoryEvents.Event-Agroprom-Advisor-2].Desc-Owner;Doctor is now available as a deputy candidate!
[StoryEvents.Event-Agroprom-Advisor-2].Desc-NonOwner;If you see this, it's a bug in event Event-Agroprom-Advisor-2.
[StoryEvents.Event-ArmyStocks-1].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-3].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-5].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-7].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-9].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-11].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-13].Name;The Marked One continues his journey
[StoryEvents.Event-ArmyStocks-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-ArmyStocks-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-ArmyStocks-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-ArmyStocks-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-ArmyStocks-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-1].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-3].Name;The Marked One continues his journey
