[SpecialEvents.Burst].Name;Выброс!
[StoryEvents.Event-Radar-Invasion-3].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s повторно штурмует отряд группировки Долг!
[StoryEvents.Event-Radar-Invasion-4].Name;Отряд Свободы
[StoryEvents.Event-Radar-Invasion-4].Desc-Owner;Территорию %0:s локации %1:s повторно штурмует отряд группировки Свобода!
[StoryEvents.Event-Radar-Invasion-4].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s повторно штурмует отряд группировки Свобода!
[StoryEvents.Event-Radar-SetFlag1-3].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag1-3].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-3
[StoryEvents.Event-Radar-SetFlag1-3].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-3
[StoryEvents.Event-Radar-AddUnits-3].Name;Прибыло подкрепление
[StoryEvents.Event-Radar-AddUnits-3].Desc-Owner;На территорию %0:s локации %1:s прибыло подкрепление с базы!
[StoryEvents.Event-Radar-AddUnits-3].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-AddUnits-3
[StoryEvents.Event-Radar-Invasion-5].Name;Военный отряд
[StoryEvents.Event-Radar-Invasion-5].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-Radar-Invasion-5].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Военных!
[StoryEvents.Event-Radar-23].Name;Меченый продолжает идти
[StoryEvents.Event-Radar-23].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Radar-23].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-24].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Radar-24].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Radar-24].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-Mickluha].Name;Миклуха выжил!
[StoryEvents.Event-Radar-Mickluha].Desc-Owner;Отличная новость! На территории %0:s локации %1:s обнаружены остатки отряда Миклухи! Миклуха жив и отправляется на продолжительное лечение и отдых. Скоро он снова сможет возглавить группировку. Данная новость добавила энтузиазма всем бойцам!
[StoryEvents.Event-Radar-Mickluha].Desc-NonOwner;Ходят слухи, что на территории %0:s локации %1:s были обнаружены остатки отряда Миклухи, который будучи лидером группировки Свобода отправился около месяца назад к Радару и не вернулся. Миклуха выжил, но ему требуется лечение и отдых, поэтому Лукаш пока что продолжает управлять Свободой.
[StoryEvents.Event-Radar-SetFlag4-1].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag4-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag4-1
[StoryEvents.Event-Radar-SetFlag4-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag4-1
[StoryEvents.Event-Radar-SetFlag4-2].Name;Технический ивент
[StoryEvents.Event-Radar-SetFlag4-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag4-2
[StoryEvents.Event-Radar-SetFlag4-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag4-2
[StoryEvents.Event-Radar-AddUnits-4].Name;Прибыло подкрепление
[StoryEvents.Event-Radar-AddUnits-4].Desc-Owner;На территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-Radar-AddUnits-4].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-AddUnits-4
[StoryEvents.Event-Radar-Invasion-6].Name;Прорыв сталкеров
[StoryEvents.Event-Radar-Invasion-6].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд группировки Одиночки!
[StoryEvents.Event-Radar-Invasion-6].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Одиночки!
[StoryEvents.Event-Radar-25].Name;Меченый продолжает идти
[StoryEvents.Event-Radar-25].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Radar-25].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Radar-26].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Radar-26].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Radar-26].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-SetFlag1-1].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag1-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag1-1
[StoryEvents.Event-Pripyat-SetFlag1-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag1-1
[StoryEvents.Event-StartOperationMonolith].Name;"Операция ""Монолит"""
[StoryEvents.Event-StartOperationMonolith].Desc-Owner;"К нам поступила информация, что вертолёты, которые летят к ЧАЭС это часть масштабной операции Военных под кодовым названием ""Монолит"". Похоже это начало масштабного штурма!"
[StoryEvents.Event-StartOperationMonolith].Desc-NonOwner;"Руководство Военных начинают операцию ""Монолит"" на севере Зоны!"
[StoryEvents.Event-Pripyat-Invasion-1].Name;В Припяти сбит вертолёт
[StoryEvents.Event-Pripyat-Invasion-1].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных, часть которого уцелела при аварийной посадке вертолёта!
[StoryEvents.Event-Pripyat-Invasion-1].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует остатки отряда группировки Военных, которые уцелели при аварийной посадке подбитого вертолёта!
[StoryEvents.Event-Pripyat-SetFlag4-1].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag4-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag4-1
[StoryEvents.Event-Pripyat-SetFlag4-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag4-1
[StoryEvents.Event-Pripyat-SetFlag4-2].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag4-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag4-2
[StoryEvents.Event-Pripyat-SetFlag4-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag4-2
[StoryEvents.Event-Pripyat-Invasion-2].Name;Группа прорыва
[StoryEvents.Event-Pripyat-Invasion-2].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Одиночек!
[StoryEvents.Event-Pripyat-Invasion-2].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Одиночки!
[StoryEvents.Event-Pripyat-1].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-1].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-1].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-2].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-2].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-2].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-3].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-3].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-3].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-4].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-4].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-4].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-SetFlag2-1].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag2-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag2-1
[StoryEvents.Event-Pripyat-SetFlag2-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag2-1
[StoryEvents.Event-Pripyat-SetFlag3-1].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag3-1].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag3-1
[StoryEvents.Event-Pripyat-SetFlag3-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag3-1
[StoryEvents.Event-Pripyat-SetFlag2-2].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag2-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag2-2
[StoryEvents.Event-Pripyat-SetFlag2-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag2-2
[StoryEvents.Event-Pripyat-SetFlag3-2].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag3-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag3-2
[StoryEvents.Event-Pripyat-SetFlag3-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag3-2
[StoryEvents.Event-Pripyat-Invasion-3].Name;Передовой отряд Долга
[StoryEvents.Event-Pripyat-Invasion-3].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд группировки Долг!
[StoryEvents.Event-Pripyat-Invasion-3].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Долг!
[StoryEvents.Event-Pripyat-Invasion-4].Name;Передовой отряд Свободы
[StoryEvents.Event-Pripyat-Invasion-4].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд группировки Свобода!
[StoryEvents.Event-Pripyat-Invasion-4].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд группировки Свобода!
[StoryEvents.Event-Pripyat-5].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-5].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-5].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-6].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-6].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-6].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-Helicopter].Name;Сбит вертолёт!
[StoryEvents.Event-Pripyat-Helicopter].Desc-Owner;На территории %0:s локации %1:s нам удалось сбить вертолёт неверных! Отомстим за братьев наших!
[StoryEvents.Event-Pripyat-Helicopter].Desc-NonOwner;Ходят слухи, что на территории %0:s локации %1:s был сбит вертолёт!
[StoryEvents.Event-Pripyat-7].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-7].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-7].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-8].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-8].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-8].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-9].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-9].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-9].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-10].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-10].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-10].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-11].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-11].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-11].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-12].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-12].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-12].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-13].Name;Меченый продолжает идти
[StoryEvents.Event-Pripyat-13].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Pripyat-13].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-14].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Pripyat-14].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Pripyat-14].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Pripyat-SetFlag1-2].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag1-2].Desc-Owner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-2
[StoryEvents.Event-Pripyat-SetFlag1-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Radar-SetFlag1-2
[StoryEvents.Event-Pripyat-SetFlag1-3].Name;Технический ивент
[StoryEvents.Event-Pripyat-SetFlag1-3].Desc-Owner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag1-3
[StoryEvents.Event-Pripyat-SetFlag1-3].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Pripyat-SetFlag1-3
[StoryEvents.Event-OperationMonolith-HelicopterAttack-1].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-1].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-1
[StoryEvents.Event-OperationMonolith-Invasion-1].Name;Операция Монолит. Квартет.
[StoryEvents.Event-OperationMonolith-Invasion-1].Desc-Owner;Территорию %0:s локации %1:s штурмуют Военные!
[StoryEvents.Event-OperationMonolith-Invasion-1].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмуют Военные!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-2].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-2].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-2].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-2
[StoryEvents.Event-OperationMonolith-HelicopterAttack-3].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-3].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-3].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-3
[StoryEvents.Event-OperationMonolith-Bridge-1].Name;Битва у моста
[StoryEvents.Event-OperationMonolith-Bridge-1].Desc-Owner;На территории %0:s локации %1:s мы разбили колонну Военных! Нам пришлось потратить следующее число боеприпасов:
[StoryEvents.Event-OperationMonolith-Bridge-1].Desc-NonOwner;На территории %0:s локации %1:s была полностью разбита колонна бронетехники Военных!
[StoryEvents.Event-CHAES-1].Name;Меченый продолжает идти
[StoryEvents.Event-CHAES-1].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-CHAES-1].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-CHAES-2].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-CHAES-2].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-CHAES-2].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-OperationMonolith-HelicopterAttack-4].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-4].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-4].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-4
[StoryEvents.Event-OperationMonolith-Invasion-2].Name;Отряд Коршун
[StoryEvents.Event-OperationMonolith-Invasion-2].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-2].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-1].Name;Сбит вертолёт
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-1].Desc-Owner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-1].Desc-NonOwner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-Invasion-3].Name;Отряд Сапсан
[StoryEvents.Event-OperationMonolith-Invasion-3].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-3].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Reinforcement-1].Name;Отряд Ястреб
[StoryEvents.Event-OperationMonolith-Reinforcement-1].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-1].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-4].Name;Отряд Ястреб
[StoryEvents.Event-OperationMonolith-Invasion-4].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-4].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-CHAES-3].Name;Меченый продолжает идти
[StoryEvents.Event-CHAES-3].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-CHAES-3].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-CHAES-4].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-CHAES-4].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-CHAES-4].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-OperationMonolith-HelicopterAttack-5].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-5].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-5].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-5
[StoryEvents.Event-OperationMonolith-Invasion-5].Name;Операция Монолит
[StoryEvents.Event-OperationMonolith-Invasion-5].Desc-Owner;Территорию %0:s локации %1:s штурмуют Военные!
[StoryEvents.Event-OperationMonolith-Invasion-5].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмуют Военные!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-2].Name;Сбит вертолёт
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-2].Desc-Owner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterShotdown-2].Desc-NonOwner;Над локацией %1:s был сбит вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-6].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-6
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Name;Отряд Сокол
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-2].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-6].Name;Отряд Сокол
[StoryEvents.Event-OperationMonolith-Invasion-6].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-6].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-7].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-7
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Name;Отряд Канюк
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-3].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-7].Name;Отряд Канюк
[StoryEvents.Event-OperationMonolith-Invasion-7].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-7].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-CHAES-5].Name;Меченый продолжает идти
[StoryEvents.Event-CHAES-5].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-CHAES-5].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-CHAES-6].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-CHAES-6].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-CHAES-6].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-8].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-8
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Name;Отряд Пустельга
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-4].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-8].Name;Отряд Пустельга
[StoryEvents.Event-OperationMonolith-Invasion-8].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-8].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Name;Приборы зашкаливают
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Desc-Owner;Внимание! Скоро состоится Выброс!
[StoryEvents.Event-OperationMonolith-BurstAlarm-1].Desc-NonOwner;Поступила информация, что скоро состоится Выброс! Измерительные приборы зашкаливают!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-9].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-9
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Name;Отряд Лунь
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
[StoryEvents.Event-OperationMonolith-Reinforcement-5].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s прибыл еще один отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-9].Name;Отряд Лунь
[StoryEvents.Event-OperationMonolith-Invasion-9].Desc-Owner;Территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-OperationMonolith-Invasion-9].Desc-NonOwner;К нам поступила информация, что территорию %0:s локации %1:s штурмует отряд Военных!
[StoryEvents.Event-CHAES-7].Name;Меченый продолжает идти
[StoryEvents.Event-CHAES-7].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-CHAES-7].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-CHAES-8].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-CHAES-8].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-CHAES-8].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Name;Атака веролётом
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-Owner;Территорию %0:s локации %1:s обстрелял вертолёт Военных!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-NonOwner;Если вы это видите, то это баг ивента Event-OperationMonolith-HelicopterAttack-10
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Name;Отряд Сова
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-Owner;Территорию %0:s локации %1:s прибыло подкрепление!
