[Common_Strings].StoryEventsLevelText;Доп. замы (рекомендуется):
[Groups.stalkers.Stalkers].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkers.Stalkers].Text-End-Standart-Lose;Вольные сталкеры были полностью уничтожены, теперь Зону буду делить только группировки. Вольных сталкеров не осталось! Поражение!
[Groups.stalkers.Unknow].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkers.Unknow].Text-End-Standart-Lose;Вольные сталкеры были полностью уничтожены, теперь Зону буду делить только группировки. Вольных сталкеров не осталось! Поражение!
[Groups.stalkers.Zombie].Text-End-Standart-Victory;Победа! Теперь О-Сознание в безопасности. Вскоре пси-излучение покрыло всю Зону благодаря увеличению числа излучателей. Даже Кордон стал опасен. Правительство хоть и не выпускало мутантов из Зоны, но больше не пыталось вернуть ее...
[Groups.stalkersNoy.:main].Spy1-Name;Новичок
[Groups.stalkersNoy.:main].Spy2-Name;Опытный
[Groups.stalkersNoy.:main].Spy3-Name;Ветеран
[Groups.stalkersNoy.:main].Spy4-Name;Мастер
[Groups.stalkersNoy.:main].Name;Новый ковчег
[Groups.stalkersNoy.:main].Description;Новый ковчег - группировка, которая формируется вокруг Ноя. Несмотря на его отшельничество и слабый интерес со стороны других сталкеров, Ной не теряет мотивации к привлечению сторонников. Получится ли у него что-либо? Неизвестно.
[Groups.stalkersNoy.:main].DiplomacyText-Question-War;Мы объявляем вам войну!
[Groups.stalkersNoy.:main].DiplomacyText-Question-Neutral;Пора закончить эту бойню, мы готовы к миру, а Вы?
[Groups.stalkersNoy.:main].DiplomacyText-Question-Alliance;Мы хотим заключить с вами союз. Вы согласны?
[Groups.stalkersNoy.:main].DiplomacyText-Question-BreakAlliance;Мы расторгаем союз!
[Groups.stalkersNoy.:main].DiplomacyText-RequestMoney-Ask;У нас тут финансовые затруднения возникли. Нам бы помощь не помешала. Нас интересует сумма в таком вот размере:
[Groups.stalkersNoy.:main].DiplomacyText-Ans-0-Down;Ну ты и крыса! Война, так война!
[Groups.stalkersNoy.:main].DiplomacyText-Ans-1-Down;Да будет так.
[Groups.stalkersNoy.:main].DiplomacyText-Ans-1-No;На данный момент мы не видим в этом необходимости.
[Groups.stalkersNoy.:main].DiplomacyText-Ans-1-Yes;Да, мы согласны на прекращение огня.
[Groups.stalkersNoy.:main].DiplomacyText-Ans-2-No;Мы не уверены, что нам сейчас это нужно.
[Groups.stalkersNoy.:main].DiplomacyText-Ans-2-Yes;Да, мы согласны на сотрудничество.
[Groups.stalkersNoy.:main].DiplomacyText-RequestMoney-Ans-No;Увы, но сейчас мы не в состоянии помочь такой суммой.
[Groups.stalkersNoy.:main].DiplomacyText-RequestMoney-Ans-Yes;Ладно, мы перечислим вам эту сумму.
[Groups.stalkersNoy.:main].DiplomacyText-Question-Neutral-No;Очень жаль, что Вы отказались!
[Groups.stalkersNoy.:main].DiplomacyText-Question-Neutral-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersNoy.:main].DiplomacyText-Question-Alliance-No;Очень жаль, что Вы отказались!
[Groups.stalkersNoy.:main].DiplomacyText-Question-Alliance-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersNoy.:main].Text-End-Step-Victory;Вы выжили! Победа!
[Groups.stalkersNoy.:main].Text-End-EventFlag-Victory;Победа по ивент флагу!
[Groups.stalkersNoy.:main].Text-End-Standart-Lose;Группировка была полностью уничтожена, теперь Зону буду делить другие группировки. Поражение!
[Groups.stalkersNoy.:main].Text-End-Step-Lose;Время истекло, Вы не смогли добиться контроля над Зоной. Поражение!
[Groups.stalkersNoy.:main].Text-End-EventFlag-Lose;Поражение по ивент флагу!
[Groups.stalkersNoy.Anarchy].Text-End-Standart-Victory;"Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану в виде создания независимого государства на территории Зоны. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.AntiZone].Text-End-Standart-Victory;"Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Control].Text-End-Standart-Victory;"Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Crime].Text-End-Standart-Victory;"Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Exploring].Text-End-Standart-Victory;"Победа! Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Growth].Text-End-Standart-Victory;"Победа! Новый ковчег захватил локации и теперь является основной силой в Зоне! Но Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Mercenary].Text-End-Standart-Victory;"Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Sectarianism].Text-End-Standart-Victory;"Победа! Новый ковчег захватил локации и теперь является основной силой в Зоне! Но Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Stability].Text-End-Standart-Victory;"Победа! Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Stalkers].Text-End-Standart-Victory;"Победа! Победа! Новый Ковчег захватил локации. Огромная сила и отсутствие других группировок значительно укрепило влияние Ноя. Несмотря на изменение идеологической базы, Новый Ковчег сохраняет единство и планирует следовать своему измененому плану. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Unknow].Text-End-Standart-Victory;"Победа! Новый ковчег захватил все локации и теперь является основной силой в Зоне! Но Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersNoy.Zombie].Text-End-Standart-Victory;"Победа! Новый ковчег захватил все локации и теперь является основной силой в Зоне! Никто не может как-либо возразить Ною. Да и кому это делать? У всех вместо мозгов - каша. Ной зомбировал своих сторонников и планирует дальнейший прорыв из Зоны. Военные уже готовят новую операцию по штурму основных точек локаций для ослабления Нового ковчега. Неизвестно как сложится судьба Зоны, когда начнётся новый этап ""Войны в Зоне""..."
[Groups.stalkersSpartak.:main].Spy1-Name;Новичок
[Groups.stalkersSpartak.:main].Spy2-Name;Опытный
[Groups.stalkersSpartak.:main].Spy3-Name;Ветеран
[Groups.stalkersSpartak.:main].Spy4-Name;Мастер
[Groups.stalkersSpartak.:main].Name;Группа Спартака
[Groups.stalkersSpartak.:main].Description;Группа Спартака - группа сталкеров под предвадительством Спартака. Группировка пытается навести порядок в окрестностях и обезопасить основные маршруты сталкеров. Несмотря на свою малочисленность, уже стала занозой для Бандитов.
[Groups.stalkersSpartak.:main].DiplomacyText-Question-War;Мы объявляем вам войну!
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Neutral;Пора закончить эту бойню, мы готовы к миру, а Вы?
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Alliance;Мы хотим заключить с вами союз. Вы согласны?
[Groups.stalkersSpartak.:main].DiplomacyText-Question-BreakAlliance;Мы расторгаем союз!
[Groups.stalkersSpartak.:main].DiplomacyText-RequestMoney-Ask;У нас тут финансовые затруднения возникли. Нам бы помощь не помешала. Нас интересует сумма в таком вот размере:
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-0-Down;Ну ты и крыса! Война, так война!
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-1-Down;Да будет так.
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-1-No;На данный момент мы не видим в этом необходимости.
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-1-Yes;Да, мы согласны на прекращение огня.
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-2-No;Мы не уверены, что нам сейчас это нужно.
[Groups.stalkersSpartak.:main].DiplomacyText-Ans-2-Yes;Да, мы согласны на сотрудничество.
[Groups.stalkersSpartak.:main].DiplomacyText-RequestMoney-Ans-No;Увы, но сейчас мы не в состоянии помочь такой суммой.
[Groups.stalkersSpartak.:main].DiplomacyText-RequestMoney-Ans-Yes;Ладно, мы перечислим вам эту сумму.
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Neutral-No;Очень жаль, что Вы отказались!
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Neutral-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Alliance-No;Очень жаль, что Вы отказались!
[Groups.stalkersSpartak.:main].DiplomacyText-Question-Alliance-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersSpartak.:main].Text-End-Step-Victory;Вы выжили! Победа!
[Groups.stalkersSpartak.:main].Text-End-EventFlag-Victory;Победа по ивент флагу!
[Groups.stalkersSpartak.:main].Text-End-Standart-Lose;Группировка была полностью уничтожена, теперь Зону буду делить другие группировки. Поражение!
[Groups.stalkersSpartak.:main].Text-End-Step-Lose;Время истекло, Вы не смогли добиться контроля над Зоной. Поражение!
[Groups.stalkersSpartak.:main].Text-End-EventFlag-Lose;Поражение по ивент флагу!
[Groups.stalkersSpartak.Anarchy].Text-End-Standart-Victory;Победа! Вскоре группировка разработала ряд правил похожих на тех, что были у группировки Свобода, но с некоторыми явными отличиями. Упор делался на деньги, а не на идею. Через некоторое время внутри группировки стали образовываться ?отдельные? группы по ?интересам?, что привело к расколу в верхах. Многие заговорили, что скоро начнется новый этап ?Войны в Зоне??
[Groups.stalkersSpartak.AntiZone].Text-End-Standart-Victory;Победа! Вскоре группировка разработала ряд правил похожих на тех, что были у группировки Долг, но без армейского уклона. Не всем это понравилось, но несогласные молчали, так как новое руководство всеми силами боролась с любыми проявлениями Зоны, что позволяло безопаснее собирать артефакты и не бояться за бандитов. Охота на мутантов была поставлена на поток, так что даже слепых псов на юге было не встретить. Командование группировки активно сотрудничала с Учеными и старалось не конфликтовать с Военными, что привело к новому этапу изучения Зоны, но ее тайны крайне неохотно раскрывались общественности.
[Groups.stalkersSpartak.Control].Text-End-Standart-Victory;Победа! Вскоре сталкеры разработали ряд правил, которые были призваны наладить порядок в Зоне. Даже воинские звания заменили ранги. От старой неразберихи в командовании ни осталось не следа. Была налажена четкая система подчинения и командования, новые люди в Зоне принудительно включались в эту иерархию, а тех, кто был не согласен, сразу сдавали Военным за Кордон без лишних разговоров. Ходили слухи, что в верхах группировки сидели люди из военного руководства, но ни кто не смог это доказать. Или, возможно, не успевал опубликовать доказательства, так как его забирали Военные в неизвестном направлении. Зона стала менее открытой, но более безопасной, особенно для правительственных организаций.
[Groups.stalkersSpartak.Crime].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне будет только одна группировка, и каждый человек обязан платить долю, а с торговцев стали собирать пошлину. Тех, кто не мог платить - сдавали военным за Кордон. Зона стала менее открытой для изучения правительственными силами и криминальность порядков снизило приток новых людей на охраняемую сталкерами территорию.
[Groups.stalkersSpartak.Exploring].Text-End-Standart-Victory;Победа! Вскоре группировка стала активно сотрудничать со всеми учеными внутри Зоны. Добыча частей тел мутантов, артефактов, замеры аномальной активности? Все стали таким образом зарабатывать себе на жизнь. За любыми документами из подземных лабораторий началась настоящая охота. Мало их добыть? Нужно еще как-то донести эти бумажки до ближайшего бункера Ученых. И не помогал тот факт, что бункеров стало на порядок больше. Охотники за головами ? вот новый бич Зоны. Если кто-то узнает, что у какого-то сталкера хоть одна бумажка из лаборатории или, на крайний случай, мало-мальски ценный для ученых предмет? Его смело можно записывать в покойники. Он не дойдет ни до одного бункера. Люди в Зоне разделились на две группы ? тот, кто добывает и тот, кто охотится на тех, кому удалось что-либо добыть. Повсюду стреляли. Постепенно в Зоне становилось всё опаснее и опаснее?
[Groups.stalkersSpartak.Growth].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersSpartak.Mercenary].Text-End-Standart-Victory;Победа! Вскоре группировка сталкеров стала всё больше и больше походить на обычных наёмников. Четкая иерархия разваливалась, группировка дробилась. ?Заказы? стали править нынешним порядком. Убийства участились на столько, что Зона стала полна ?профессиональными киллерами?. Но пока люди грызлись между собой за так любимые ими деньги, Зона стала намного более опасной, так как на монстров обращали на много меньше внимания, чем следует. Поговаривали, что на Кордоне уже несколько раз видели новых неизвестных ранее и крайней опасных монстров.
[Groups.stalkersSpartak.Sectarianism].Text-End-Standart-Victory;Победа! Вскоре группировка стала всё больше и больше походить на сектантов. В ?низах? ходили слухи, что ?верхушка? находится под влиянием ?некоторых сил с севера?. В словах командиров всё больше мелькали фразы религиозного характера. Велись активные боевые действия с правительственными силами, чтобы расширить своё влияние за пределы периметра. С каждым днём всё больше и больше велась промывка мозгов среди участников группировки, но нашлись и те, кто смог устоять и защитить свой разум. Большинство из них находилось на юге, так как они не подпадали под воздействие пси установок, которые были снова включены. Назревал новый этап ?Войны в Зоне??
[Groups.stalkersSpartak.Stability].Text-End-Standart-Victory;Победа! Вскоре группировка из-за отсутствия внешних врагов стало искать их внутри себя. Интриги, скандалы, расстрелы? Вот во что превратилась группировка. Задачи сталкеров скатились к охране и зачистке основных маршрутов в Зоне, а отдалённым участкам внимание практически не уделялось. Это привело к увеличению числа мутантов и тех, кто сбежал туда от всей этой внутренней грызни. С Учеными и Военными группировка сотрудничала, но не особо охотно, что наводило государственные силы на мысль о создании новой базы внутри периметра, что могло привести к новым столкновениям внутри периметра Зоны?
[Groups.stalkersSpartak.Stalkers].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersSpartak.Unknow].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersSpartak.Zombie].Text-End-Standart-Victory;Победа! Теперь О-Сознание в безопасности. Вскоре пси-излучение покрыло всю Зону благодаря увеличению числа излучателей. Даже Кордон стал опасен. Правительство хоть и не выпускало мутантов из Зоны, но больше не пыталось вернуть ее...
[Groups.stalkersYanov.:main].Spy1-Name;Новичок
[Groups.stalkersYanov.:main].Spy2-Name;Опытный
[Groups.stalkersYanov.:main].Spy3-Name;Ветеран
[Groups.stalkersYanov.:main].Spy4-Name;Мастер
[Groups.stalkersYanov.:main].Name;Cталкеры Янова
[Groups.stalkersYanov.:main].Description;Вольные сталкеры Янова не имеют четкой иерархии и лидера. Преимуществом можно считать их предрасположенность к поиску артефактов, что благоприятно скажется на финансовом положении в умелых руках. Группировке необходимо определиться с приоритетами в своем развитии.
[Groups.stalkersYanov.:main].DiplomacyText-Question-War;Мы объявляем вам войну!
[Groups.stalkersYanov.:main].DiplomacyText-Question-Neutral;Пора закончить эту бойню, мы готовы к миру, а Вы?
[Groups.stalkersYanov.:main].DiplomacyText-Question-Alliance;Мы хотим заключить с вами союз. Вы согласны?
[Groups.stalkersYanov.:main].DiplomacyText-Question-BreakAlliance;Мы расторгаем союз!
[Groups.stalkersYanov.:main].DiplomacyText-RequestMoney-Ask;У нас тут финансовые затруднения возникли. Нам бы помощь не помешала. Нас интересует сумма в таком вот размере:
[Groups.stalkersYanov.:main].DiplomacyText-Ans-0-Down;Ну ты и крыса! Война, так война!
[Groups.stalkersYanov.:main].DiplomacyText-Ans-1-Down;Да будет так.
[Groups.stalkersYanov.:main].DiplomacyText-Ans-1-No;На данный момент мы не видим в этом необходимости.
[Groups.stalkersYanov.:main].DiplomacyText-Ans-1-Yes;Да, мы согласны на прекращение огня.
[Groups.stalkersYanov.:main].DiplomacyText-Ans-2-No;Мы не уверены, что нам сейчас это нужно.
[Groups.stalkersYanov.:main].DiplomacyText-Ans-2-Yes;Да, мы согласны на сотрудничество.
[Groups.stalkersYanov.:main].DiplomacyText-RequestMoney-Ans-No;Увы, но сейчас мы не в состоянии помочь такой суммой.
[Groups.stalkersYanov.:main].DiplomacyText-RequestMoney-Ans-Yes;Ладно, мы перечислим вам эту сумму.
[Groups.stalkersYanov.:main].DiplomacyText-Question-Neutral-No;Очень жаль, что Вы отказались!
[Groups.stalkersYanov.:main].DiplomacyText-Question-Neutral-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersYanov.:main].DiplomacyText-Question-Alliance-No;Очень жаль, что Вы отказались!
[Groups.stalkersYanov.:main].DiplomacyText-Question-Alliance-Yes;Хорошо! Мы рады, что Вы согласны!
[Groups.stalkersYanov.:main].Text-End-Step-Victory;Вы выжили! Победа!
[Groups.stalkersYanov.:main].Text-End-EventFlag-Victory;Победа по ивент флагу!
[Groups.stalkersYanov.:main].Text-End-Standart-Lose;Группировка была полностью уничтожена, теперь Зону буду делить другие группировки. Поражение!
[Groups.stalkersYanov.:main].Text-End-Step-Lose;Время истекло, Вы не смогли добиться контроля над Зоной. Поражение!
[Groups.stalkersYanov.:main].Text-End-EventFlag-Lose;Поражение по ивент флагу!
[Groups.stalkersYanov.Anarchy].Text-End-Standart-Victory;Победа! Вскоре единая группировка сталкеров разработала ряд правил похожих на тех, что были у группировки Свобода, но с некоторыми явными отличиями. Упор делался на деньги, а не на идею. Через некоторое время внутри группировки стали образовываться ?отдельные? группы по ?интересам?, что привело к расколу в верхах. Многие заговорили, что скоро начнется новый этап ?Войны в Зоне??
[Groups.stalkersYanov.AntiZone].Text-End-Standart-Victory;Победа! Вскоре единая группировка сталкеров разработала ряд правил похожих на тех, что были у группировки Долг, но без армейского уклона. Не всем это понравилось, но несогласные молчали, так как новое руководство всеми силами боролась с любыми проявлениями Зоны, что позволяло безопаснее собирать артефакты и не бояться за бандитов. Охота на мутантов была поставлена на поток, так что даже слепых псов на юге было не встретить. Командование группировки активно сотрудничала с Учеными и старалось не конфликтовать с Военными, что привело к новому этапу изучения Зоны, но ее тайны крайне неохотно раскрывались общественности.
[Groups.stalkersYanov.Control].Text-End-Standart-Victory;Победа! Вскоре сталкеры разработали ряд правил, которые были призваны наладить порядок в Зоне. Даже воинские звания заменили ранги. От старой неразберихи в командовании ни осталось не следа. Была налажена четкая система подчинения и командования, новые люди в Зоне принудительно включались в эту иерархию, а тех, кто был не согласен, сразу сдавали Военным за Кордон без лишних разговоров. Ходили слухи, что в верхах группировки сидели люди из военного руководства, но ни кто не смог это доказать. Или, возможно, не успевал опубликовать доказательства, так как его забирали Военные в неизвестном направлении. Зона стала менее открытой, но более безопасной, особенно для правительственных организаций.
[Groups.stalkersYanov.Crime].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне будет только одна группировка, и каждый человек обязан платить долю, а с торговцев стали собирать пошлину. Тех, кто не мог платить - сдавали военным за Кордон. Зона стала менее открытой для изучения правительственными силами и криминальность порядков снизило приток новых людей на охраняемую сталкерами территорию.
[Groups.stalkersYanov.Exploring].Text-End-Standart-Victory;Победа! Вскоре группировка сталкеров стала активно сотрудничать со всеми учеными внутри Зоны. Добыча частей тел мутантов, артефактов, замеры аномальной активности? Все стали таким образом зарабатывать себе на жизнь. За любыми документами из подземных лабораторий началась настоящая охота. Мало их добыть? Нужно еще как-то донести эти бумажки до ближайшего бункера Ученых. И не помогал тот факт, что бункеров стало на порядок больше. Охотники за головами ? вот новый бич Зоны. Если кто-то узнает, что у какого-то сталкера хоть одна бумажка из лаборатории или, на крайний случай, мало-мальски ценный для ученых предмет? Его смело можно записывать в покойники. Он не дойдет ни до одного бункера. Люди в Зоне разделились на две группы ? тот, кто добывает и тот, кто охотится на тех, кому удалось что-либо добыть. Повсюду стреляли. Постепенно в Зоне становилось всё опаснее и опаснее?
[Groups.stalkersYanov.Growth].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersYanov.Growth].Text-End-Standart-Lose;Вольные сталкеры были полностью уничтожены, теперь Зону буду делить только группировки. Вольных сталкеров не осталось! Поражение!
[Groups.stalkersYanov.Mercenary].Text-End-Standart-Victory;Победа! Вскоре группировка сталкеров стала всё больше и больше походить на обычных наёмников. Четкая иерархия разваливалась, группировка дробилась. ?Заказы? стали править нынешним порядком. Убийства участились на столько, что Зона стала полна ?профессиональными киллерами?. Но пока люди грызлись между собой за так любимые ими деньги, Зона стала намного более опасной, так как на монстров обращали на много меньше внимания, чем следует. Поговаривали, что на Кордоне уже несколько раз видели новых неизвестных ранее и крайней опасных монстров.
[Groups.stalkersYanov.Sectarianism].Text-End-Standart-Victory;Победа! Вскоре группировка сталкеров стала всё больше и больше походить на сектантов. В ?низах? ходили слухи, что ?верхушка? находится под влиянием ?некоторых сил с севера?. В словах командиров всё больше мелькали фразы религиозного характера. Велись активные боевые действия с правительственными силами, чтобы расширить своё влияние за пределы периметра. С каждым днём всё больше и больше велась промывка мозгов среди участников группировки, но нашлись и те, кто смог устоять и защитить свой разум. Большинство из них находилось на юге, так как они не подпадали под воздействие пси установок, которые были снова включены. Назревал новый этап ?Войны в Зоне??
[Groups.stalkersYanov.Stability].Text-End-Standart-Victory;Победа! Вскоре группировка сталкеров из-за отсутствия внешних врагов стало искать их внутри себя. Интриги, скандалы, расстрелы? Вот во что превратилась группировка. Задачи сталкеров скатились к охране и зачистке основных маршрутов в Зоне, а отдалённым участкам внимание практически не уделялось. Это привело к увеличению числа мутантов и тех, кто сбежал туда от всей этой внутренней грызни. С Учеными и Военными группировка сотрудничала, но не особо охотно, что наводило государственные силы на мысль о создании новой базы внутри периметра, что могло привести к новым столкновениям внутри периметра Зоны?
[Groups.stalkersYanov.Stalkers].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersYanov.Stalkers].Text-End-Standart-Lose;Вольные сталкеры Янова были полностью уничтожены, теперь Зону буду делить другие группировки. Поражение!
[Groups.stalkersYanov.Unknow].Text-End-Standart-Victory;Победа! Вскоре сталкеры создали правило, что в Зоне больше не будет каких-либо группировок, а тех, кто решал заняться бандитизмом - сдавали военным за Кордон. Зона стала открыта для изучения всем желающим. И менее опасна.
[Groups.stalkersYanov.Unknow].Text-End-Standart-Lose;Вольные сталкеры были полностью уничтожены, теперь Зону буду делить другие группировки. Вольных сталкеров не осталось! Поражение!
[Groups.stalkersYanov.Zombie].Text-End-Standart-Victory;Победа! Теперь О-Сознание в безопасности. Вскоре пси-излучение покрыло всю Зону благодаря увеличению числа излучателей. Даже Кордон стал опасен. Правительство хоть и не выпускало мутантов из Зоны, но больше не пыталось вернуть ее...
